Seed,Star Count,这里是1.7+亮度的星系，看一轨能不能全球锅，2.04+亮度的星系，看一二轨能不能全球锅
7537455,63,
7561553,63,
7592278,63,
7616325,63,
7664857,63,
7692518,63,
7699094,63,
7761072,63,
7780422,63,
7798075,63,
7806227,63,
7815961,63,
7828586,63,
7894677,63,
7939161,63,
8083889,63,
8120752,63,
8131171,63,
8150899,63,
8195495,63,
8227018,63,
8287578,63,
8303584,63,
8305608,63,
8397537,63,
8406114,63,
8426523,63,
8450327,63,
8459678,63,
8495986,63,
8533339,63,
8615791,63,
8666282,63,
8724109,63,
8781964,63,
8793409,63,
8822101,63,
8845140,63,
8931272,63,
8991720,63,
9231768,63,
9354982,63,
9357883,63,
9383954,63,
9404181,63,
9508595,63,
9608308,63,
9651915,63,
9684394,63,
9698213,63,
9718216,63,
9758148,63,
9781061,63,
9824864,63,
9844858,63,
9882015,63,
9928313,63,
10049218,63,
10069380,63,
10072169,63,
10148003,63,
10166262,63,
10194245,63,
10226211,63,
10257785,63,
10274939,63,
10348012,63,
10433379,63,
10537401,63,
10567315,63,
10630734,63,
10639810,63,
10670237,63,
10670932,63,
10743086,63,
10851124,63,
10861347,63,
10955300,63,
10966885,63,
10974403,63,
11004499,63,
11104403,63,
11216354,63,
11223247,63,
11230033,63,
11232892,63,
11244547,63,
11300429,63,
11325777,63,
11345561,63,
11424921,63,
11521780,63,
11531462,63,
11552589,63,
11558657,63,
11559445,63,
11610696,63,
11675346,63,
11688288,63,
11737268,63,
11742109,63,
11784261,63,
11842652,63,
11878265,63,
11906705,63,
11918155,63,
11947831,63,
11974219,63,
11978454,63,
12022919,63,
12048337,63,
12109475,63,
12115832,63,
12129469,63,
12157508,63,
12210606,63,
12245832,63,
12277117,63,
12319376,63,
12364685,63,
12377366,63,
12473390,63,
12507226,63,
12529529,63,
12575514,63,
12620399,63,
12657999,63,
12717696,63,
12731874,63,
12896335,63,
12901764,63,
12916488,63,
12976796,63,
13048428,63,
13116800,63,
13130409,63,
13199023,63,
13250027,63,
13262517,63,
13311086,63,
13396747,63,
13448590,63,
13465282,63,
13477800,63,
13481018,63,
13494832,63,
13623237,63,
13660590,63,
13667497,63,
13671382,63,
13694491,63,
13694771,63,
13725534,63,
13736820,63,
13739213,63,
13814030,63,
13823908,63,
13828250,63,
13832793,63,
13868098,63,
13921294,63,
13935663,63,
13982017,63,
13982367,63,
13984391,63,
13995183,63,
14083829,63,
14088171,63,
14131008,63,
14138489,63,
14207024,63,
14207304,63,
14240091,63,
14256139,63,
14290185,63,
14389264,63,
14393074,63,
14452538,63,
14494107,63,
14525807,63,
14587552,63,
14612284,63,
14660662,63,
14663591,63,
14668325,63,
14706405,63,
14709679,63,
14740768,63,
14818025,63,
14855970,63,
14886966,63,
14919902,63,
15064966,63,
15086247,63,
15105112,63,
15164469,63,
15221545,63,
15274209,63,
15297934,63,
15306124,63,
15399578,63,
15430005,63,
15510386,63,
15513679,63,
15525539,63,
15538038,63,
15542380,63,
15598887,63,
15614539,63,
15635699,63,
15662451,63,
15673686,63,
15757854,63,
15778268,63,
15913314,63,
15928938,63,
16101001,63,
16103431,63,
16147019,63,
16171957,63,
16197146,63,
16219192,63,
16221613,63,
16290801,63,
16362321,63,
16362764,63,
16373500,63,
16393942,63,
16471422,63,
16505314,63,
16509493,63,
16522454,63,
16537280,63,
16545372,63,
16568551,63,
16664575,63,
16668642,63,
16698999,63,
16774768,63,
16782258,63,
16878263,63,
16900729,63,
16961037,63,
16975136,63,
17084932,63,
17170047,63,
17234240,63,
17287086,63,
17293793,63,
17333972,63,
17338785,63,
17371147,63,
17421694,63,
17463370,63,
17468314,63,
17514719,63,
17603430,63,
17761898,63,
17785399,63,
17821670,63,
17840978,63,
17843958,63,
17857931,63,
17869423,63,
17935780,63,
18006838,63,
18007230,63,
18025526,63,
18205047,63,
18365875,63,
18403484,63,
18439657,63,
18457361,63,
18499354,63,
18534790,63,
18534953,63,
18542471,63,
18572884,63,
18644395,63,
18695408,63,
18697665,63,
18731352,63,
18775682,63,
18801557,63,
18911199,63,
18934094,63,
18938427,63,
18961424,63,
19027357,63,
19049342,63,
19138510,63,
19143799,63,
19174212,63,
19208594,63,
19407623,63,
19411527,63,
19443936,63,
19447415,63,
19481904,63,
19534419,63,
19615738,63,
19653809,63,
19740491,63,
19742464,63,
19759762,63,
19765909,63,
19798537,63,
19803877,63,
19868173,63,
19890415,63,
19943130,63,
19950191,63,
19957080,63,
20004595,63,
20091072,63,
20101113,63,
20208806,63,
20222886,63,
20223959,63,
20256214,63,
20291524,63,
20292965,63,
20327328,63,
20385556,63,
20386680,63,
20415358,63,
20532416,63,
20631751,63,
20668218,63,
20775831,63,
20785793,63,
20826709,63,
20870885,63,
20940558,63,
20982248,63,
21047309,63,
21058101,63,
21065880,63,
21112710,63,
21118213,63,
21209825,63,
21217595,63,
21260255,63,
21281788,63,
21288364,63,
21351844,63,
21356526,63,
21356820,63,
21396859,63,
21408206,63,
21475398,63,
21548117,63,
21617440,63,
21644514,63,
21710778,63,
21760252,63,
21773399,63,
21803159,63,
21898320,63,
21908254,63,
21965806,63,
22069828,63,
22147696,63,
22219048,63,
22257464,63,
22285596,63,
22290274,63,
22305721,63,
22321718,63,
22343395,63,
22359280,63,
22376126,63,
22488865,63,
22492699,63,
22494928,63,
22543791,63,
22573887,63,
22696919,63,
22705995,63,
22721143,63,
22731935,63,
22844926,63,
22878655,63,
22880889,63,
22953897,63,
22998870,63,
23075376,63,
23151415,63,
23159381,63,
23207083,63,
23236964,63,
23240075,63,
23362622,63,
23420659,63,
23494226,63,
23498881,63,
23524299,63,
23540837,63,
23553569,63,
23583996,63,
23612380,63,
23678905,63,
23698857,63,
23706464,63,
23735454,63,
23745999,63,
23766795,63,
23842065,63,
23852927,63,
23881647,63,
23899146,63,
23925776,63,
24015140,63,
24082253,63,
24116336,63,
24142827,63,
24186392,63,
24188509,63,
24191690,63,
24229495,63,
24234047,63,
24295600,63,
24311602,63,
24317805,63,
24345466,63,
24357331,63,
24364518,63,
24440543,63,
24452324,63,
24535443,63,
24567698,63,
24570935,63,
24620675,63,
24638663,63,
24727402,63,
24821369,63,
24824270,63,
25013538,63,
25046628,63,
25223173,63,
25382560,63,
25457559,63,
25533193,63,
25571828,63,
25618308,63,
25622384,63,
25649383,63,
25663729,63,
25674036,63,
25691633,63,
25763806,63,
25785325,63,
25797171,63,
25861364,63,
25882034,63,
25916290,63,
25970195,63,
26091627,63,
26121560,63,
26192674,63,
26284281,63,
26344398,63,
26349342,63,
26356454,63,
26377819,63,
26382278,63,
26401050,63,
26508934,63,
26597808,63,
26637572,63,
26646144,63,
26725434,63,
26731180,63,
26888953,63,
26936860,63,
26977375,63,
27020940,63,
27035920,63,
27106055,63,
27126072,63,
27135843,63,
27141705,63,
27158052,63,
27220184,63,
27226312,63,
27228140,63,
27231610,63,
27329234,63,
27412194,63,
27428471,63,
27441530,63,
27451338,63,
27516268,63,
27554101,63,
27588865,63,
27600273,63,
27677450,63,
27746368,63,
27786761,63,
27835065,63,
27930179,63,
27936065,63,
27959692,63,
27975950,63,
28054573,63,
28065561,63,
28173977,63,
28289612,63,
28318663,63,
28330901,63,
28348358,63,
28426981,63,
28487690,63,
28633533,63,
28695912,63,
28708565,63,
28728340,63,
28804743,63,
28806650,63,
28824042,63,
28856367,63,
28871543,63,
28880782,63,
28955063,63,
29012172,63,
29073842,63,
29280142,63,
29330969,63,
29337885,63,
29381525,63,
29387014,63,
29389085,63,
29407344,63,
29445149,63,
29525213,63,
29528860,63,
29620738,63,
29658818,63,
29707560,63,
29771408,63,
29867973,63,
29872968,63,
29878014,63,
29929102,63,
30010542,63,
30043478,63,
30083755,63,
30209464,63,
30232769,63,
30274865,63,
30328933,63,
30355825,63,
30359980,63,
30365586,63,
30380403,63,
30385398,63,
30438454,63,
30523569,63,
30540774,63,
30550568,63,
30579302,63,
30637656,63,
30671730,63,
30721386,63,
30731754,63,
30977986,63,
30982650,63,
31055578,63,
31058055,63,
31113671,63,
31120275,63,
31182696,63,
31251847,63,
31267261,63,
31376847,63,
31377962,63,
31378414,63,
31405884,63,
31421993,63,
31501894,63,
31538426,63,
31582131,63,
31589005,63,
31591113,63,
31726071,63,
31727181,63,
31762323,63,
32061942,63,
32092061,63,
32153027,63,
32167751,63,
32206162,63,
32212869,63,
32259521,63,
32264712,63,
32289981,63,
32377274,63,
32404310,63,
32426874,63,
32462347,63,
32481856,63,
32515939,63,
32562694,63,
32573976,63,
32725271,63,
32739939,63,
32762195,63,
32768668,63,
32781321,63,
32789548,63,
32792976,63,
32831481,63,
32832861,63,
32861157,63,
32892269,63,
32897474,63,
32921274,63,
32973751,63,
33025254,63,
33078902,63,
33097217,63,
33140493,63,
33172482,63,
33187938,63,
33204476,63,
33251180,63,
33256800,63,
33338310,63,
33364614,63,
33375406,63,
33418472,63,
33443153,63,
33541863,63,
33562841,63,
33563452,63,
33628065,63,
33699548,63,
33737488,63,
33740459,63,
33801462,63,
33861733,63,
33908124,63,
34058253,63,
34129969,63,
34149963,63,
34157122,63,
34158698,63,
34177918,63,
34361403,63,
34372517,63,
34449013,63,
34538862,63,
34563963,63,
34645734,63,
34648383,63,
34748889,63,
34809057,63,
34834629,63,
34882993,63,
34979026,63,
35025534,63,
35036032,63,
35056791,63,
35063344,63,
35094069,63,
35115798,63,
35155245,63,
35170957,63,
35333702,63,
35353407,63,
35362296,63,
35385732,63,
35511287,63,
35556172,63,
35575690,63,
35631577,63,
35694035,63,
35702346,63,
35737465,63,
35797423,63,
35808952,63,
35825350,63,
35851566,63,
35859802,63,
35901040,63,
35923538,63,
35981575,63,
36024594,63,
36045871,63,
36085653,63,
36146633,63,
36177265,63,
36182680,63,
36186103,63,
36204250,63,
36233245,63,
36289976,63,
36297760,63,
36354920,63,
36361496,63,
36404856,63,
36411222,63,
36443687,63,
36488558,63,
36625591,63,
36629653,63,
36637176,63,
36717203,63,
36747219,63,
36759145,63,
36796208,63,
36871599,63,
36880792,63,
36948100,63,
36956369,63,
36956831,63,
37002667,63,
37022554,63,
37110276,63,
37208198,63,
37230510,63,
37233658,63,
37254417,63,
37285730,63,
37300752,63,
37319202,63,
37342787,63,
37369278,63,
37398511,63,
37450158,63,
37450956,63,
37578027,63,
37583437,63,
37629320,63,
37682506,63,
37703596,63,
37768601,63,
37793818,63,
37837593,63,
37975293,63,
38061569,63,
38062241,63,
38073350,63,
38141573,63,
38184979,63,
38224547,63,
38291641,63,
38318659,63,
38326112,63,
38363884,63,
38388197,63,
38394698,63,
38460370,63,
38479011,63,
38529185,63,
38619421,63,
38677108,63,
38678661,63,
38697969,63,
38698678,63,
38724959,63,
38753576,63,
38764681,63,
38865639,63,
38899074,63,
38921680,63,
38981181,63,
39008180,63,
39022857,63,
39047692,63,
39163346,63,
39184030,63,
39197709,63,
39199262,63,
39243037,63,
39255993,63,
39282027,63,
39309954,63,
39322896,63,
39339490,63,
39363336,63,
39439646,63,
39476873,63,
39478067,63,
39538599,63,
39553775,63,
39652448,63,
39660726,63,
39708764,63,
39734881,63,
39737563,63,
39747688,63,
39776996,63,
39785759,63,
39831353,63,
39835247,63,
39972005,63,
39997176,63,
40046477,63,
40055194,63,
40068612,63,
40075687,63,
40098712,63,
40127875,63,
40158036,63,
40159692,63,
40251061,63,
40281922,63,
40341120,63,
40347519,63,
40416017,63,
40488614,63,
40523360,63,
40587800,63,
40623203,63,
40647054,63,
40648281,63,
40673545,63,
40766523,63,
40775352,63,
41015978,63,
41111004,63,
41118163,63,
41211244,63,
41215586,63,
41232777,63,
41330088,63,
41348067,63,
41578456,63,
41681471,63,
41703862,63,
41724994,63,
41748248,63,
41786053,63,
41837290,63,
41913474,63,
41921370,63,
41960882,63,
42021498,63,
42042294,63,
42104659,63,
42124219,63,
42129974,63,
42158517,63,
42181962,63,
42237527,63,
42259554,63,
42288624,63,
42294244,63,
42356399,63,
42386224,63,
42408774,63,
42435773,63,
42556109,63,
42581998,63,
42609389,63,
42643752,63,
42663802,63,
42672211,63,
42716485,63,
42730756,63,
42799296,63,
42800490,63,
42801101,63,
42836700,63,
42925411,63,
43027810,63,
43032805,63,
43037343,63,
43124030,63,
43134626,63,
43225133,63,
43226504,63,
43244945,63,
43247188,63,
43298066,63,
43409956,63,
43421560,63,
43432986,63,
43447029,63,
43465078,63,
43479284,63,
43480385,63,
43496988,63,
43530409,63,
43543617,63,
43572286,63,
43574184,63,
43596995,63,
43717350,63,
43788096,63,
43792046,63,
43813514,63,
43840513,63,
43882189,63,
43920176,63,
44009978,63,
44060562,63,
44092132,63,
44100340,63,
44102975,63,
44175689,63,
44261625,63,
44307345,63,
44380959,63,
44412295,63,
44415653,63,
44478153,63,
44539823,63,
44553288,63,
44637792,63,
44669049,63,
44701985,63,
44713934,63,
44729772,63,
44768002,63,
44817555,63,
44834270,63,
44850631,63,
44853532,63,
45046657,63,
45076207,63,
45096467,63,
45118774,63,
45158552,63,
45176708,63,
45208889,63,
45221094,63,
45248881,63,
45279131,63,
45325186,63,
45348249,63,
45410572,63,
45424209,63,
45617101,63,
45733058,63,
45736556,63,
45749624,63,
45760696,63,
45782854,63,
45858016,63,
45867969,63,
45899221,63,
45915461,63,
45951004,63,
45972551,63,
45996192,63,
46033195,63,
46081568,63,
46110251,63,
46114663,63,
46127213,63,
46137884,63,
46182424,63,
46196182,63,
46228722,63,
46305680,63,
46340113,63,
46418736,63,
46442004,63,
46486996,63,
46521000,63,
46650571,63,
46707311,63,
46740989,63,
46848999,63,
46862412,63,
46890698,63,
46930313,63,
46977301,63,
46994492,63,
47014654,63,
47016062,63,
47126320,63,
47152475,63,
47192281,63,
47239563,63,
47270820,63,
47271944,63,
47338455,63,
47395778,63,
47464164,63,
47479606,63,
47485156,63,
47495179,63,
47523381,63,
47523936,63,
47525904,63,
47648675,63,
47685151,63,
47717602,63,
47755981,63,
47774193,63,
47885141,63,
48042653,63,
48075454,63,
48118021,63,
48139554,63,
48140095,63,
48182093,63,
48226082,63,
48290350,63,
48299696,63,
48308506,63,
48359132,63,
48412053,63,
48419557,63,
48428931,63,
48431851,63,
48468527,63,
48482892,63,
48490676,63,
48531960,63,
48540929,63,
48546110,63,
48548293,63,
48573972,63,
48593677,63,
48645408,63,
48733909,63,
48789544,63,
48807817,63,
48821706,63,
48914041,63,
48976051,63,
49070830,63,
49133386,63,
49217368,63,
49262542,63,
49275535,63,
49296392,63,
49297693,63,
49516693,63,
49520695,63,
49587546,63,
49622553,63,
49643349,63,
49931458,63,
49969426,63,
49977737,63,
49995208,63,
50038754,63,
50161595,63,
50173950,63,
50226861,63,
50262460,63,
50304416,63,
50421791,63,
50472622,63,
50498143,63,
50517871,63,
50587320,63,
50594880,63,
50705343,63,
50792958,63,
50832848,63,
50841821,63,
50937155,63,
50975389,63,
50997127,63,
51009328,63,
51021594,63,
51035240,63,
51067206,63,
51080778,63,
51110365,63,
51125299,63,
51130765,63,
51230147,63,
51263479,63,
51299181,63,
51305948,63,
51315262,63,
51351929,63,
51379903,63,
51393479,63,
51428015,63,
51526357,63,
51592714,63,
51616159,63,
51830724,63,
51871985,63,
51874965,63,
51976772,63,
52007642,63,
52018103,63,
52025635,63,
52032985,63,
52095966,63,
52106198,63,
52111818,63,
52171725,63,
52228503,63,
52241053,63,
52245708,63,
52269293,63,
52344670,63,
52387498,63,
52390753,63,
52395725,63,
52403565,63,
52462926,63,
52468686,63,
52475789,63,
52477860,63,
52561352,63,
52589657,63,
52593542,63,
52600048,63,
52612029,63,
52636006,63,
52643193,63,
52737202,63,
52770278,63,
52793784,63,
52806782,63,
52820004,63,
52882173,63,
52912651,63,
52937738,63,
52948390,63,
52973300,63,
53053891,63,
53083926,63,
53146524,63,
53207042,63,
53212536,63,
53224681,63,
53240925,63,
53287204,63,
53432856,63,
53470260,63,
53483123,63,
53554839,63,
53570500,63,
53663688,63,
53694922,63,
53711339,63,
53743790,63,
53749554,63,
53782192,63,
53795148,63,
53883999,63,
53893233,63,
53900952,63,
53929737,63,
53931598,63,
53957720,63,
54071187,63,
54091577,63,
54131910,63,
54135781,63,
54292374,63,
54383198,63,
54405766,63,
54431655,63,
54522106,63,
54530617,63,
54595244,63,
54617621,63,
54700008,63,
54700782,63,
54721956,63,
54816436,63,
54830274,63,
54975086,63,
54990887,63,
54994604,63,
55016762,63,
55081310,63,
55147718,63,
55208003,63,
55311046,63,
55506027,63,
55576092,63,
55658684,63,
55678356,63,
55751863,63,
55802960,63,
55842836,63,
55867839,63,
55868907,63,
55888010,63,
55949680,63,
56001495,63,
56127400,63,
56340244,63,
56368395,63,
56510474,63,
56511990,63,
56542011,63,
56558353,63,
56581430,63,
56632210,63,
56654517,63,
56730048,63,
56765437,63,
56793989,63,
56806241,63,
56891016,63,
56947425,63,
56953502,63,
56977096,63,
56989101,63,
57024243,63,
57042339,63,
57122580,63,
57168598,63,
57198358,63,
57209006,63,
57218427,63,
57227344,63,
57253923,63,
57308812,63,
57450383,63,
57475344,63,
57479243,63,
57505570,63,
57557003,63,
57587010,63,
57601841,63,
57625697,63,
57649142,63,
57676407,63,
57720135,63,
57806654,63,
57886079,63,
57913610,63,
57936705,63,
58018313,63,
58036945,63,
58055512,63,
58069116,63,
58132638,63,
58147492,63,
58301716,63,
58421269,63,
58454084,63,
58530846,63,
58549198,63,
58553083,63,
58561259,63,
58576113,63,
58584951,63,
58617990,63,
58647064,63,
58680602,63,
58740719,63,
58769523,63,
58782866,63,
58816912,63,
58910203,63,
59037022,63,
59124870,63,
59197449,63,
59216081,63,
59320313,63,
59367208,63,
59386036,63,
59391059,63,
59391642,63,
59407163,63,
59442767,63,
59576862,63,
59578359,63,
59597014,63,
59636396,63,
59649711,63,
59738119,63,
59752474,63,
59774632,63,
59855083,63,
59885627,63,
59915457,63,
59917621,63,
59959642,63,
60016368,63,
60057317,63,
60075319,63,
60097365,63,
60103265,63,
60178530,63,
60208752,63,
60220281,63,
60269951,63,
60301343,63,
60309892,63,
60375013,63,
60429813,63,
60437476,63,
60464666,63,
60497327,63,
60537991,63,
60566571,63,
60596821,63,
60608877,63,
60611111,63,
60617351,63,
60631972,63,
60715343,63,
60782050,63,
60806437,63,
61008162,63,
61018199,63,
61112544,63,
61143092,63,
61164037,63,
61205923,63,
61218856,63,
61259879,63,
61308742,63,
61313257,63,
61416001,63,
61422526,63,
61538763,63,
61544047,63,
61597392,63,
61662644,63,
61765230,63,
61779254,63,
61785830,63,
61833499,63,
61835971,63,
61844375,63,
61856436,63,
61994276,63,
62050419,63,
62180186,63,
62199639,63,
62201719,63,
62227622,63,
62373763,63,
62404386,63,
62412907,63,
62440484,63,
62528985,63,
62655613,63,
62664596,63,
62681488,63,
62684790,63,
62740024,63,
62828628,63,
62897214,63,
62995850,63,
63040823,63,
63101738,63,
63103636,63,
63126134,63,
63136213,63,
63157760,63,
63193401,63,
63222368,63,
63227032,63,
63255836,63,
63302931,63,
63320747,63,
63321246,63,
63329977,63,
63353445,63,
63378173,63,
63430016,63,
63456451,63,
63516908,63,
63522146,63,
63594361,63,
63620231,63,
63669682,63,
63692469,63,
63717099,63,
63804280,63,
63877633,63,
63924463,63,
64104711,63,
64168041,63,
64197358,63,
64203617,63,
64216051,63,
64248735,63,
64330138,63,
64366133,63,
64371077,63,
64518725,63,
64531541,63,
64659839,63,
64664899,63,
64718020,63,
64752551,63,
64802543,63,
64857581,63,
64908072,63,
65009781,63,
65019934,63,
65103132,63,
65175534,63,
65221020,63,
65237418,63,
65257016,63,
65353940,63,
65358072,63,
65386638,63,
65404524,63,
65460336,63,
65473199,63,
65514959,63,
65586726,63,
65608250,63,
65620534,63,
65632138,63,
65662467,63,
65701494,63,
65716908,63,
65717379,63,
65747582,63,
65765496,63,
65769152,63,
65819242,63,
65868548,63,
65870003,63,
65912491,63,
65919384,63,
65989831,63,
66111604,63,
66132349,63,
66154227,63,
66176063,63,
66184976,63,
66233834,63,
66235457,63,
66272404,63,
66319369,63,
66394037,63,
66437103,63,
66446431,63,
66532628,63,
66541545,63,
66581034,63,
66607240,63,
66622239,63,
66660049,63,
66692635,63,
66818960,63,
66854839,63,
66943587,63,
66990967,63,
67058877,63,
67093567,63,
67095078,63,
67144944,63,
67158977,63,
67196787,63,
67351799,63,
67489266,63,
67545246,63,
67563640,63,
67570249,63,
67572982,63,
67589058,63,
67618128,63,
67650691,63,
67689881,63,
67746598,63,
67807578,63,
67813706,63,
67853540,63,
67887693,63,
67952283,63,
67955356,63,
67987882,63,
68007316,63,
68106381,63,
68148057,63,
68163867,63,
68181828,63,
68257130,63,
68293368,63,
68307332,63,
68319663,63,
68399275,63,
68462269,63,
68482921,63,
68497015,63,
68522176,63,
68550896,63,
68577387,63,
68676060,63,
68766142,63,
68795692,63,
68820000,63,
68834043,63,
68898301,63,
69000565,63,
69136213,63,
69240445,63,
69254698,63,
69258079,63,
69266148,63,
69300091,63,
69311900,63,
69327617,63,
69390015,63,
69391535,63,
69422848,63,
69458228,63,
69487419,63,
69487671,63,
69494247,63,
69500697,63,
69502376,63,
69589758,63,
69598409,63,
69625618,63,
69825128,63,
69835570,63,
69859421,63,
69871799,63,
69885492,63,
69922761,63,
69949648,63,
70020081,63,
70094222,63,
70179491,63,
70216471,63,
70281256,63,
70359021,63,
70419721,63,
70549572,63,
70557099,63,
70637532,63,
70664899,63,
70697220,63,
70722726,63,
70799484,63,
70871554,63,
70885723,63,
70909574,63,
70910017,63,
70913916,63,
70918099,63,
70918701,63,
70971286,63,
71019202,63,
71080863,63,
71087737,63,
71104317,63,
71125090,63,
71153017,63,
71158133,63,
71199021,63,
71292475,63,
71324045,63,
71332197,63,
71380011,63,
71389329,63,
71396432,63,
71559667,63,
71649278,63,
71651013,63,
71703276,63,
71742914,63,
71781969,63,
71810092,63,
71848531,63,
72014620,63,
72091522,63,
72101521,63,
72131202,63,
72175233,63,
72183045,63,
72187700,63,
72217385,63,
72277311,63,
72289964,63,
72298844,63,
72356778,63,
72369109,63,
72435676,63,
72448954,63,
72516925,63,
72556428,63,
72573306,63,
72743807,63,
72826231,63,
72843837,63,
72917852,63,
72930123,63,
72935416,63,
72975068,63,
72981374,63,
73029957,63,
73038431,63,
73056028,63,
73079025,63,
73081166,63,
73087602,63,
73186704,63,
73209832,63,
73213274,63,
73228739,63,
73271819,63,
73390682,63,
73425572,63,
73432283,63,
73437227,63,
73464142,63,
73541403,63,
73605680,63,
73630063,63,
73634139,63,
73649096,63,
73687946,63,
73706102,63,
73741729,63,
73935922,63,
73955562,63,
74007797,63,
74009905,63,
74134210,63,
74205819,63,
74246026,63,
74259714,63,
74305975,63,
74342735,63,
74359530,63,
74428242,63,
74472922,63,
74769290,63,
74878979,63,
74930356,63,
74998075,63,
75009781,63,
75103716,63,
75146045,63,
75250855,63,
75277346,63,
75325192,63,
75333102,63,
75409160,63,
75413236,63,
75549635,63,
75678385,63,
75681659,63,
75709008,63,
75715388,63,
75716092,63,
75761084,63,
75762507,63,
75792607,63,
75816248,63,
75872979,63,
75941617,63,
76085282,63,
76225230,63,
76234497,63,
76241311,63,
76337512,63,
76338286,63,
76397526,63,
76463044,63,
76552501,63,
76643847,63,
76682468,63,
76683905,63,
76690863,63,
76737497,63,
76835419,63,
76895746,63,
76920492,63,
76924083,63,
76973599,63,
77002282,63,
77008858,63,
77013480,63,
77042265,63,
77063798,63,
77117628,63,
77202701,63,
77220993,63,
77294868,63,
77325118,63,
77334758,63,
77358954,63,
77378873,63,
77398046,63,
77422107,63,
77470648,63,
77508579,63,
77642865,63,
77666982,63,
77718214,63,
77733176,63,
77745022,63,
77782846,63,
77813767,63,
77865335,63,
77873674,63,
77896905,63,
77911955,63,
77913186,63,
78001487,63,
78012246,63,
78025902,63,
78067410,63,
78124141,63,
78142605,63,
78216019,63,
78221401,63,
78274312,63,
78306180,63,
78360747,63,
78373391,63,
78442728,63,
78594480,63,
78658664,63,
78781253,63,
78818177,63,
78823209,63,
78856481,63,
78874852,63,
78903926,63,
78967485,63,
78968884,63,
78990431,63,
79010840,63,
79040950,63,
79095913,63,
79116378,63,
79147001,63,
79157420,63,
79195673,63,
79197478,63,
79262128,63,
79326130,63,
79343321,63,
79431901,63,
79434191,63,
79466866,63,
79473703,63,
79517016,63,
79536828,63,
79560390,63,
79591703,63,
79592575,63,
79658065,63,
79704419,63,
79719646,63,
79774558,63,
79804556,63,
79817918,63,
79843336,63,
79858032,63,
79869561,63,
79899708,63,
79906624,63,
79956462,63,
80002126,63,
80104744,63,
80123022,63,
80142871,63,
80173699,63,
80206971,63,
80244725,63,
80248316,63,
80255988,63,
80293397,63,
80347469,63,
80351196,63,
80354913,63,
80504221,63,
80525078,63,
80623853,63,
80637318,63,
80686386,63,
80751526,63,
80753345,63,
80784042,63,
80793995,63,
80813802,63,
80895657,63,
80913305,63,
80949795,63,
80979140,63,
80990347,63,
81005836,63,
81041729,63,
81048953,63,
81103357,63,
81169868,63,
81174802,63,
81178053,63,
81206372,63,
81216413,63,
81220545,63,
81272794,63,
81289831,63,
81302638,63,
81384134,63,
81388910,63,
81458098,63,
81491225,63,
81537579,63,
81554262,63,
81601068,63,
81611720,63,
81612830,63,
81877261,63,
81893477,63,
81930643,63,
81944560,63,
82030062,63,
82064141,63,
82122178,63,
82152605,63,
82201841,63,
